hips_JNTa_x,hips_JNTa_y,hips_JNTa_z,hips_JNTw_x,hips_JNTw_y,hips_JNTw_z,
-55.17578,-2.236938,33.23059,-4.085109,-12.76093,-22.79193,
24.51172,-36.78589,3.318787,-4.513868,-9.917603,-21.15764,
148.0225,9.313965,-88.09204,-2.507989,-3.978119,-10.3205,
10.38208,7.131958,-1.835632,-2.526165,-3.100586,-9.846329,
-51.44653,-9.512329,44.56024,-3.770001,-3.783569,3585.79,
55.31616,16.19873,-38.55743,-2.813122,-2.06131,-9.632263,
-24.10889,-2.407837,25.1236,-3.588604,-1.946564,-11.42334,
98.4375,20.06226,-84.19495,-1.215579,-0.5760193,-3.582764,
-159.3018,-2.288818,177.1194,3592.986,-0.5288696,-11.20911,
107.3059,-1.519775,-101.8402,-3.8797,-0.05889893,-4.036865,
80.27954,1.683044,-78.88641,-1.430969,0.2537537,1.0849,
4.400635,1.246643,-0.112915,-1.531372,0.2630615,1.789246,
15.51514,7.347107,-17.54303,-1.044617,0.1618958,2.43866,
4.107666,1.826477,0.4577637,-1.159668,0.1358032,3.109741,
4.199219,4.022217,-16.74957,-0.4226685,-0.0302124,1.879578,
0.2075195,0.1113892,0.08239746,-0.4342651,-0.03067017,1.924438,
48.75488,3.625488,-46.76208,1.349182,-0.2302551,1.539917,
-20.94727,-2.503967,14.39209,0.8950806,-0.1446533,0.9112549,
0.970459,5.822754,-19.23065,1.534424,0.450592,0.8557129,
10.56519,3.482056,-13.57422,1.937866,0.6889343,1.378174,
-2.709961,0.9643555,2.053833,1.712646,1.200867,2.771606,
1.062012,0.402832,-1.290894,1.77124,1.24115,2.865295,
6.140137,5.828857,-3.27301,1.669006,2.00119,4.747009,
34.90601,14.46228,-39.89868,2.71759,3.460999,8.244629,
65.53345,-10.48889,-42.89093,-3597.269,8.194427,-3582.253,
14.02588,-4.171753,-12.86774,2.89945,9.104767,19.72424,
-33.79517,19.65332,42.44537,1.223164,7.670898,16.03876,
-26.89209,5.706787,28.78113,0.3068674,6.387024,13.01165,
37.93945,6.610107,-20.28198,-0.4789472,8.279572,17.1062,
-37.90894,-18.28308,30.34668,-0.6591994,6.070251,12.61788,
6.097412,-2.612305,-1.5625,-1.088724,6.10672,12.98754,
51.31226,9.576416,-34.82819,-2.03735,8.668823,18.75883,
36.74927,2.062988,-6.35376,3597.193,9.423676,20.73118,
172.6624,20.0531,-87.98065,-5.66864,17.30606,38.28688,
-178.0701,-23.59009,96.02661,-3.048706,9.562225,21.11643,
-64.67285,0.6408691,45.13397,-1.7453,6.144257,13.55732,
-74.83521,-23.0072,37.64496,-0.7620239,2.703857,5.962982,
166.2964,31.86951,-77.15912,-2.28302,11.41632,25.4155,
-92.62695,-29.22974,47.84546,-0.8651733,7.026062,15.88671,
-59.04541,-16.97083,30.19409,0.05004883,3.893127,9.165401,
24.4873,1.983643,-10.34546,0.1046753,5.329132,12.57307,
26.00708,-24.60022,11.54175,2.440491,9.690094,13.94388,
-16.35132,-0.692749,5.978394,2.670288,9.21051,11.86266,
